日期,消耗渠道,物品名称,角色数,天玉消耗额,付费区间
30/4/2025,6252,10,5,150,中R
30/4/2025,商城购买,485438,1,150,平民
30/4/2025,6252,9,5,150,中R
30/4/2025,6252,8,5,150,中R
30/4/2025,商城购买,410223,1,140,中R
30/4/2025,商城的赠予/代付,410223,1,140,大R
30/4/2025,商城购买,485435,1,120,平民
30/4/2025,6252,11,4,120,土豪
30/4/2025,商城购买,9485218,1,100,中R
30/4/2025,商城购买,一小箱云币,1,100,小R
30/4/2025,商城购买,圣物宝图·中篇,1,99,大R
30/4/2025,商城购买,圣物宝图·下篇,1,99,小R
30/4/2025,商城购买,410092,1,98,中R
30/4/2025,商城购买,410092,1,98,土豪
30/4/2025,商城购买,485532,1,84,土豪
30/4/2025,商城购买,485532,1,84,中R
30/4/2025,公会拍卖竞拍,8,1,80,小R
30/4/2025,商城购买,485421,1,80,平民
30/4/2025,公会拍卖竞拍,8,1,80,平民
30/4/2025,商城购买,485421,1,80,小R
30/4/2025,基础商店道具购买,基础商店道具购买,8,73,平民
30/4/2025,商城购买,480177,1,70,平民
30/4/2025,6252,14,2,60,土豪
30/4/2025,6252,13,2,60,土豪
30/4/2025,6252,12,2,60,土豪
30/4/2025,商城购买,480124,1,60,小R
30/4/2025,商城购买,485559,1,60,中R
30/4/2025,商城购买,410067,1,58,小R
30/4/2025,商城购买,织梦券,1,50,土豪
30/4/2025,货币被动兑换,56,1,45,平民
30/4/2025,商城购买,修罗令,2,40,平民
30/4/2025,商城购买,480177,1,40,中R
30/4/2025,商城购买,520105,1,35,大R
30/4/2025,6252,11,1,30,中R
30/4/2025,6252,圣物宝图·上篇,1,30,土豪
30/4/2025,商城购买,480174,1,30,大R
30/4/2025,6252,圣物宝图·下篇,1,30,土豪
30/4/2025,6252,15,1,30,土豪
30/4/2025,6252,超级公会通票,1,30,土豪
30/4/2025,6252,17,1,30,土豪
30/4/2025,6252,谕世守护之匣,1,30,土豪
30/4/2025,6252,11,1,30,大R
30/4/2025,6252,圣物宝图·中篇,1,30,土豪
30/4/2025,商城购买,485519,1,30,平民
30/4/2025,商城购买,410223,1,28,平民
30/4/2025,商城购买,485301,1,20,土豪
30/4/2025,商城购买,时光之券,1,20,小R
30/4/2025,直接通过代扣购买商城道具,485301,1,20,土豪
30/4/2025,商城购买,485298,1,19,平民
30/4/2025,直接通过代扣购买商城道具,485298,1,19,平民
30/4/2025,商城购买,荧光棒,1,10,平民
30/4/2025,商城购买,485638,1,10,大R
30/4/2025,商城购买,修罗之瞳,1,4,小R
1/5/2025,魔卡,149,36,163048,土豪
1/5/2025,魔卡,149,35,92058,大R
1/5/2025,魔卡,149,19,58166,中R
1/5/2025,活动抽奖,3001,13,38900,大R
1/5/2025,秘宝屋,2032,5,35980,土豪
1/5/2025,活动抽奖,3001,4,35380,土豪
1/5/2025,货币被动兑换,织梦券,17,30450,大R
1/5/2025,新生礼遇,6416,5,29460,小R
1/5/2025,乐游点礼,7019,15,23650,大R
1/5/2025,乐游点礼,7019,12,22500,中R
1/5/2025,货币被动兑换,999133,13,21672,中R
1/5/2025,货币被动兑换,999133,5,20384,小R
1/5/2025,货币被动兑换,织梦券,1,19850,小R
1/5/2025,货币主动兑换,124,2,18350,小R
1/5/2025,换购活动分解道具获得碎片,6280,21,16795,大R
1/5/2025,换购活动分解道具获得碎片,6280,19,15290,中R
1/5/2025,换购活动分解道具获得碎片,6280,10,14630,土豪
1/5/2025,货币被动兑换,织梦券,10,12950,中R
1/5/2025,乐游点礼,7019,9,12600,土豪
1/5/2025,魔卡,149,4,12366,小R
1/5/2025,乐游点礼,7019,7,9350,小R
1/5/2025,货币主动兑换,124,2,6900,中R
1/5/2025,新生礼遇,6416,6,6580,平民
1/5/2025,乐游点礼,7019,10,6100,平民
1/5/2025,商城购买,9211160,1,5960,土豪
1/5/2025,商城购买,9211159,1,5940,土豪
1/5/2025,活动抽奖,3001,7,5080,中R
1/5/2025,商城购买,485638,2,5010,土豪
1/5/2025,商城购买,485425,6,4840,平民
1/5/2025,商城购买,485636,4,4608,中R
1/5/2025,商城购买,485636,5,4320,大R
1/5/2025,魔卡,149,3,4122,平民
1/5/2025,商城购买,9211158,1,3920,土豪
1/5/2025,月度时装抽奖,2026,4,3864,平民
1/5/2025,秘宝屋,2032,8,3640,大R
1/5/2025,6135,1,1,3600,大R
1/5/2025,商城购买,485222,1,3280,中R
1/5/2025,商城购买,485685,1,3206,平民
1/5/2025,商城购买,485426,2,3192,小R
1/5/2025,月度时装抽奖,2026,4,3136,中R
1/5/2025,商城购买,485560,1,3000,小R
1/5/2025,商城购买,485423,1,2964,小R
1/5/2025,货币被动兑换,织梦券,3,2600,土豪
1/5/2025,商城购买,485644,2,2560,大R
1/5/2025,商城购买,485560,1,2400,平民
1/5/2025,玩家花费货币给其他玩家发红包,玩家花费货币给其他玩家发红包,6,2400,大R
1/5/2025,货币被动兑换,999133,3,2044,平民
1/5/2025,商城购买,9211149,1,1960,中R
1/5/2025,货币主动兑换,124,4,1950,平民
1/5/2025,商城购买,485480,1,1880,小R
1/5/2025,商城购买,485479,1,1880,小R
1/5/2025,商城购买,成名赏·宝石礼X,1,1680,中R
1/5/2025,6301,6301,5,1650,大R
1/5/2025,6301,6301,5,1420,土豪
1/5/2025,商城购买,485507,1,1280,中R
1/5/2025,商城购买,绿色符文礼,1,1280,中R
1/5/2025,商城购买,成名赏·装备礼III,1,1280,中R
1/5/2025,玩家花费货币给其他玩家发红包,玩家花费货币给其他玩家发红包,5,1200,中R
1/5/2025,秘宝屋,2032,5,1092,小R
1/5/2025,商城的赠予/代付,485639,2,1080,中R
1/5/2025,商城购买,520105,2,1005,土豪
1/5/2025,玩家花费货币给其他玩家发红包,玩家花费货币给其他玩家发红包,1,1000,土豪
1/5/2025,商城购买,圣物宝图·下篇,1,990,中R
1/5/2025,商城购买,485438,3,900,平民
1/5/2025,商城购买,485423,1,888,大R
1/5/2025,活动抽奖,3001,1,800,小R
1/5/2025,商城购买,485559,2,760,平民
1/5/2025,货币被动兑换,织梦券,2,750,平民
1/5/2025,6301,6301,4,690,中R
1/5/2025,商城购买,410093,1,688,中R
1/5/2025,秘宝屋,2032,1,672,平民
1/5/2025,换购活动分解道具获得碎片,6280,3,670,小R
1/5/2025,秘宝屋,2032,6,588,中R
1/5/2025,商城购买,485431,1,576,大R
1/5/2025,商城购买,980185,1,500,中R
1/5/2025,货币被动兑换,60,1,480,中R
1/5/2025,商城购买,485685,1,458,大R
1/5/2025,商城购买,485438,1,450,小R
1/5/2025,商城购买,485438,1,450,中R
1/5/2025,商城购买,一小箱云币,3,400,平民
1/5/2025,商城购买,一小箱云币,1,400,小R
1/5/2025,商城购买,时光之券,9,400,平民
1/5/2025,玩家花费货币给其他玩家发红包,玩家花费货币给其他玩家发红包,2,400,平民
1/5/2025,商城购买,485436,1,388,平民
1/5/2025,商城购买,485425,1,380,小R
1/5/2025,商城购买,485559,1,380,土豪
1/5/2025,商城购买,485428,1,376,大R
1/5/2025,商城购买,485639,2,360,平民
1/5/2025,商城购买,485426,1,336,中R
1/5/2025,6252,8,11,330,大R
1/5/2025,基础商店道具购买,基础商店道具购买,2,304,中R
1/5/2025,商城购买,印心符,6,300,中R
1/5/2025,6252,8,9,300,土豪
1/5/2025,6301,6301,2,300,平民
1/5/2025,商城购买,圣物宝图·下篇,2,297,大R
1/5/2025,商城购买,410079,1,288,小R
1/5/2025,商城购买,485430,1,288,中R
1/5/2025,商城的赠予/代付,410223,2,280,大R
1/5/2025,商城购买,成名赏·精炼礼VII,1,280,小R
1/5/2025,商城购买,无双宝匣,1,280,平民
1/5/2025,商城购买,485425,1,280,大R
1/5/2025,商城购买,成名赏·精炼礼VII,1,280,中R
1/5/2025,商城购买,成名赏·精炼礼VII,1,280,平民
1/5/2025,商城购买,成名赏·精炼礼VII,1,280,小R
1/5/2025,商城购买,成名赏·精炼礼VII,1,280,小R
1/5/2025,商城购买,485422,2,276,大R
1/5/2025,6252,9,8,270,土豪
1/5/2025,6252,10,8,270,土豪
1/5/2025,商城购买,485638,3,250,大R
1/5/2025,货币被动兑换,60,2,240,平民
1/5/2025,商城购买,485421,3,240,平民
1/5/2025,商城购买,410223,3,224,平民
1/5/2025,6252,9,7,210,大R
1/5/2025,6252,8,7,210,中R
1/5/2025,商城购买,一小箱云币,2,200,中R
1/5/2025,商城购买,圣物宝图·中篇,1,198,大R
1/5/2025,商城购买,485422,1,188,小R
1/5/2025,商城购买,485490,3,180,平民
1/5/2025,6252,10,6,180,大R
1/5/2025,活动抽奖,3001,1,180,平民
1/5/2025,解锁外观,40135,2,180,中R
1/5/2025,6252,11,5,180,土豪
1/5/2025,商城购买,485639,1,180,中R
1/5/2025,商城购买,485428,2,176,中R
1/5/2025,商城购买,485532,5,172,中R
1/5/2025,商城购买,时光之券,8,160,中R
1/5/2025,商城购买,485421,2,160,大R
1/5/2025,商城购买,480174,2,160,中R
1/5/2025,商城购买,9485218,1,150,平民
1/5/2025,商城购买,520105,2,150,中R
1/5/2025,直接通过代扣购买商城道具,485298,1,146,平民
1/5/2025,商城购买,485298,1,146,平民
1/5/2025,商城购买,时光之券,1,140,土豪
1/5/2025,6252,14,3,120,土豪
1/5/2025,6252,12,3,120,土豪
1/5/2025,商城购买,485435,1,120,平民
1/5/2025,6252,13,3,120,土豪
1/5/2025,货币被动兑换,999133,3,112,大R
1/5/2025,商城购买,480417,1,112,大R
1/5/2025,商城购买,485299,1,109,平民
1/5/2025,直接通过代扣购买商城道具,485299,1,109,平民
1/5/2025,换购活动分解道具获得碎片,6280,1,100,平民
1/5/2025,商城购买,520105,1,100,大R
1/5/2025,商城购买,485301,1,100,小R
1/5/2025,商城购买,485424,1,100,大R
1/5/2025,直接通过代扣购买商城道具,485301,1,100,小R
1/5/2025,商城购买,410092,1,98,中R
1/5/2025,商城购买,410092,1,98,小R
1/5/2025,6252,23,2,90,土豪
1/5/2025,6252,圣物宝图·下篇,2,90,土豪
1/5/2025,6252,22,2,90,土豪
1/5/2025,6252,超级公会通票,2,90,土豪
1/5/2025,6252,圣物宝图·上篇,2,90,土豪
1/5/2025,6252,15,2,90,土豪
1/5/2025,6252,17,2,90,土豪
1/5/2025,6252,玄武魄,2,90,土豪
1/5/2025,6252,圣物宝图·中篇,2,90,土豪
1/5/2025,6252,11,3,90,大R
1/5/2025,6252,谕世守护之匣,2,90,土豪
1/5/2025,6252,9,3,90,中R
1/5/2025,商城购买,485638,1,90,中R
1/5/2025,商城购买,485421,1,80,小R
1/5/2025,商城购买,时光之券,4,80,小R
1/5/2025,商城购买,485421,1,80,土豪
1/5/2025,商城购买,480177,1,70,中R
1/5/2025,6252,水晶石·精宝箱,1,60,土豪
1/5/2025,6252,炼器骰·紫,1,60,土豪
1/5/2025,6252,白雾石·精宝箱,1,60,土豪
1/5/2025,商城购买,时光之券,3,60,大R
1/5/2025,6252,血精石·精宝箱,1,60,土豪
1/5/2025,6252,寒山石·精宝箱,1,60,土豪
1/5/2025,6252,火抗石·精宝箱,1,60,土豪
1/5/2025,6252,37,1,60,土豪
1/5/2025,6252,41,1,60,土豪
1/5/2025,6252,青麟魄,1,60,土豪
1/5/2025,6252,炼器骰·金,1,60,土豪
1/5/2025,6252,10,2,60,中R
1/5/2025,解锁外观,40135,1,60,平民
1/5/2025,6252,心火石·精宝箱,1,60,土豪
1/5/2025,6252,朱雀魄,1,60,土豪
1/5/2025,6252,白虎魄,1,60,土豪
1/5/2025,6252,39,1,60,土豪
1/5/2025,6252,青金石·精宝箱,1,60,土豪
1/5/2025,6252,尖晶石·精宝箱,1,60,土豪
1/5/2025,6252,芒羽石·精宝箱,1,60,土豪
1/5/2025,6252,黑曜石·精宝箱,1,60,土豪
1/5/2025,月度时装抽奖,2026,1,56,小R
1/5/2025,商城购买,印心符,1,50,大R
1/5/2025,商城购买,织梦券,1,50,中R
1/5/2025,商城购买,织梦券,1,50,大R
1/5/2025,基础商店道具购买,基础商店道具购买,5,50,平民
1/5/2025,货币主动兑换,122,1,50,平民
1/5/2025,6252,11,1,30,中R
1/5/2025,6252,8,1,30,小R
1/5/2025,6252,13,1,30,大R
1/5/2025,6252,水抗石·精宝箱,1,30,土豪
1/5/2025,6252,谕世守护之匣,1,30,大R
1/5/2025,6252,15,1,30,大R
1/5/2025,6252,12,1,30,大R
1/5/2025,6252,超级公会通票,1,30,大R
1/5/2025,6252,14,1,30,大R
1/5/2025,6252,17,1,30,大R
1/5/2025,基础商店道具购买,基础商店道具购买,3,27,小R
1/5/2025,7610,7610,1,24,平民
1/5/2025,7610,7610,1,24,小R
1/5/2025,商城购买,485519,1,20,小R
1/5/2025,商城购买,485519,1,20,大R
1/5/2025,商城购买,485519,1,20,平民
1/5/2025,商城购买,485519,1,20,中R
1/5/2025,商城购买,485060,1,15,大R
1/5/2025,2031,2031,1,14,中R
1/5/2025,商城购买,480417,1,14,中R
1/5/2025,商城购买,485532,1,12,平民
1/5/2025,商城购买,485532,1,12,小R
1/5/2025,商城购买,485532,1,12,大R
1/5/2025,商城购买,红玫瑰,1,11,平民
1/5/2025,公会酒宴购买物品,公会酒宴购买物品,1,9,大R
1/5/2025,商城购买,485635,1,9,大R
1/5/2025,商城购买,485301,1,8,平民
1/5/2025,商城购买,480435,1,8,平民
1/5/2025,商城购买,480124,1,4,中R
1/5/2025,商城购买,485301,1,4,中R
1/5/2025,直接通过代扣购买商城道具,485301,1,4,中R
2/5/2025,魔卡,149,36,113126,大R
2/5/2025,魔卡,149,25,86104,土豪
2/5/2025,魔卡,149,30,83356,中R
2/5/2025,换购活动分解道具获得碎片,6280,27,57172,大R
2/5/2025,货币被动兑换,织梦券,15,42600,大R
2/5/2025,换购活动分解道具获得碎片,6280,16,40007,土豪
2/5/2025,乐游点礼,7019,47,40000,中R
2/5/2025,换购活动分解道具获得碎片,6280,25,29698,中R
2/5/2025,乐游点礼,7019,27,26250,土豪
2/5/2025,魔卡,149,5,23358,小R
2/5/2025,新生礼遇,6416,2,21540,中R
2/5/2025,乐游点礼,7019,38,20900,大R
2/5/2025,乐游点礼,7019,19,17350,平民
2/5/2025,乐游点礼,7019,23,14750,小R
2/5/2025,货币被动兑换,999133,12,13944,中R
2/5/2025,新生礼遇,6416,8,10660,平民
2/5/2025,货币被动兑换,织梦券,7,8500,土豪
2/5/2025,新生礼遇,6416,2,8460,小R
2/5/2025,魔卡,149,4,5038,平民
2/5/2025,商城购买,485636,5,4896,中R
2/5/2025,7043,7043,1,4800,土豪
2/5/2025,货币被动兑换,999133,6,4536,小R
2/5/2025,商城购买,485636,4,4320,大R
2/5/2025,商城购买,485423,2,3852,中R
2/5/2025,月度时装抽奖,2026,2,3556,平民
2/5/2025,货币被动兑换,999133,4,3528,平民
2/5/2025,商城购买,485481,1,3280,小R
2/5/2025,货币被动兑换,织梦券,7,3250,中R
2/5/2025,商城购买,485424,2,3100,中R
2/5/2025,7043,7043,1,3000,大R
2/5/2025,商城购买,410067,1,2860,中R
2/5/2025,货币主动兑换,124,2,2850,平民
2/5/2025,商城购买,485424,2,2700,土豪
2/5/2025,货币被动兑换,织梦券,3,2650,平民
2/5/2025,货币被动兑换,织梦券,2,2650,小R
2/5/2025,商城购买,485644,2,2560,大R
2/5/2025,商城购买,520105,2,2505,大R
2/5/2025,玩家花费货币给其他玩家发红包,玩家花费货币给其他玩家发红包,12,2400,土豪
2/5/2025,货币被动兑换,60,1,2400,平民
2/5/2025,玩家花费货币给其他玩家发红包,玩家花费货币给其他玩家发红包,8,2300,中R
2/5/2025,货币被动兑换,999133,1,2240,土豪
2/5/2025,货币主动兑换,124,1,2000,小R
2/5/2025,商城购买,485480,1,1880,小R
2/5/2025,直接通过代扣购买商城道具,480417,1,1840,土豪
2/5/2025,商城购买,480417,1,1840,土豪
2/5/2025,换购活动分解道具获得碎片,6280,3,1700,小R
2/5/2025,商城购买,成名赏·宝石礼X,1,1680,中R
2/5/2025,6301,6301,7,1530,大R
2/5/2025,商城购买,一小箱云币,4,1400,中R
2/5/2025,商城购买,485447,1,1376,中R
2/5/2025,商城购买,520105,1,1350,中R
2/5/2025,商城购买,玄鲸之誓,1,1314,小R
2/5/2025,商城购买,485644,1,1280,土豪
2/5/2025,商城购买,485644,1,1280,中R
2/5/2025,商城的赠予/代付,410223,2,1260,中R
2/5/2025,商城购买,485431,3,1240,土豪
2/5/2025,换购活动分解道具获得碎片,6280,4,1210,平民
2/5/2025,商城购买,485555,2,1208,大R
2/5/2025,货币被动兑换,60,1,1200,小R
2/5/2025,商城购买,485430,2,1052,中R
2/5/2025,商城购买,485428,3,1028,中R
2/5/2025,7002,7002,1,1000,土豪
2/5/2025,7005,7005,5,1000,土豪
2/5/2025,商城购买,485423,1,988,平民
2/5/2025,商城购买,485437,1,980,小R
2/5/2025,商城购买,成名赏·英灵礼VII,1,980,平民
2/5/2025,商城购买,成名赏·英灵礼VII,1,980,中R
2/5/2025,商城购买,520105,3,945,土豪
2/5/2025,商城购买,一小箱云币,3,900,平民
2/5/2025,商城购买,220103,1,900,中R
2/5/2025,商城购买,485438,2,900,平民
2/5/2025,商城购买,无双装订册,1,880,小R
2/5/2025,商城购买,485431,1,864,大R
2/5/2025,货币被动兑换,999133,2,812,大R
2/5/2025,商城购买,410223,3,812,平民
2/5/2025,玩家花费货币给其他玩家发红包,玩家花费货币给其他玩家发红包,7,800,大R
2/5/2025,商城购买,410079,1,776,土豪
2/5/2025,月度时装抽奖,2026,1,756,大R
2/5/2025,商城购买,485299,1,734,平民
2/5/2025,直接通过代扣购买商城道具,485299,1,734,平民
2/5/2025,解锁外观,64021,1,680,平民
2/5/2025,6301,6301,3,660,土豪
2/5/2025,商城购买,485425,2,660,平民
2/5/2025,商城购买,485555,1,654,中R
2/5/2025,商城购买,485555,1,654,土豪
2/5/2025,商城购买,青麟魄,1,640,小R
2/5/2025,直接通过代扣购买商城道具,青麟魄,1,640,小R
2/5/2025,商城购买,圣物之大宝图,1,594,中R
2/5/2025,月度时装抽奖,2026,2,588,中R
2/5/2025,商城购买,炼魂符,1,500,平民
2/5/2025,商城购买,410099,1,420,中R
2/5/2025,商城的赠予/代付,410223,1,420,小R
2/5/2025,商城购买,圣物宝图·下篇,2,396,大R
2/5/2025,商城的赠予/代付,485639,1,360,小R
2/5/2025,商城购买,485639,2,360,中R
2/5/2025,商城购买,9485218,1,350,中R
2/5/2025,商城购买,少女星投票券,3,310,平民
2/5/2025,商城购买,485532,1,308,大R
2/5/2025,商城购买,485532,2,292,中R
2/5/2025,商城购买,485636,1,288,小R
2/5/2025,商城购买,410079,1,288,大R
2/5/2025,商城购买,成名赏·精炼礼VII,1,280,小R
2/5/2025,商城购买,成名赏·精炼礼VII,1,280,平民
2/5/2025,商城购买,485425,1,280,小R
2/5/2025,商城购买,485425,1,280,中R
2/5/2025,商城购买,成名赏·精炼礼VII,1,280,小R
2/5/2025,商城购买,485428,1,276,土豪
2/5/2025,6252,8,9,270,土豪
2/5/2025,6301,6301,2,270,中R
2/5/2025,商城购买,485417,1,268,大R
2/5/2025,6252,9,8,240,土豪
2/5/2025,6252,10,8,240,土豪
2/5/2025,6252,8,7,210,大R
2/5/2025,7005,7005,2,200,大R
2/5/2025,商城购买,一小箱云币,2,200,大R
2/5/2025,商城购买,圣物宝图·中篇,1,198,中R
2/5/2025,商城购买,圣物宝图·下篇,1,198,中R
2/5/2025,7610,7610,1,192,大R
2/5/2025,商城购买,485422,1,188,中R
2/5/2025,商城购买,485422,1,188,平民
2/5/2025,商城购买,485639,1,180,小R
2/5/2025,6252,9,6,180,大R
2/5/2025,商城购买,485639,1,180,平民
2/5/2025,商城购买,485421,2,160,大R
2/5/2025,商城的赠予/代付,410223,1,140,大R
2/5/2025,基础商店道具购买,基础商店道具购买,4,135,小R
2/5/2025,6252,11,4,120,土豪
2/5/2025,商城购买,485435,1,120,平民
2/5/2025,6252,8,4,120,中R
2/5/2025,货币被动兑换,60,1,120,中R
2/5/2025,6252,10,4,120,大R
2/5/2025,解锁外观,40135,2,120,平民
2/5/2025,商城购买,485559,2,120,中R
2/5/2025,商城购买,485424,1,100,平民
2/5/2025,商城购买,织梦券,2,100,土豪
2/5/2025,7005,7005,1,100,中R
2/5/2025,玩家花费货币给其他玩家发红包,玩家花费货币给其他玩家发红包,1,100,平民
2/5/2025,7005,7005,1,100,小R
2/5/2025,货币主动兑换,122,1,100,小R
2/5/2025,商城购买,炼魂符,1,100,中R
2/5/2025,玩家花费货币给其他玩家发红包,玩家花费货币给其他玩家发红包,1,100,小R
2/5/2025,商城购买,圣物宝图·中篇,1,99,大R
2/5/2025,商城购买,410092,1,98,平民
2/5/2025,6252,12,3,90,土豪
2/5/2025,6252,13,3,90,土豪
2/5/2025,商城购买,485422,1,88,大R
2/5/2025,商城购买,485421,1,80,小R
2/5/2025,商城购买,485421,1,80,中R
2/5/2025,商城购买,怦然心动,1,69,平民
2/5/2025,商城购买,485426,1,68,平民
2/5/2025,7610,7610,1,64,平民
2/5/2025,6252,14,2,60,土豪
2/5/2025,6252,9,2,60,中R
2/5/2025,商城购买,485559,1,60,土豪
2/5/2025,商城购买,485155,1,60,平民
2/5/2025,商城购买,485519,1,60,平民
2/5/2025,商城购买,485155,1,60,小R
2/5/2025,直接通过代扣购买商城道具,485298,3,48,平民
2/5/2025,商城购买,485298,3,48,平民
2/5/2025,基础商店道具购买,基础商店道具购买,6,46,平民
2/5/2025,商城购买,480174,1,40,大R
2/5/2025,7003,7003,1,40,平民
2/5/2025,商城购买,时光之券,2,40,中R
2/5/2025,商城购买,英灵之传承礼,1,39,平民
2/5/2025,6252,朱雀魄,1,30,土豪
2/5/2025,6252,血精石·精宝箱,1,30,土豪
2/5/2025,6252,9,1,30,小R
2/5/2025,6252,心火石·精宝箱,1,30,土豪
2/5/2025,6252,炼器骰·紫,1,30,土豪
2/5/2025,6252,圣物宝图·中篇,1,30,土豪
2/5/2025,6252,谕世守护之匣,1,30,土豪
2/5/2025,6252,8,1,30,小R
2/5/2025,6252,圣物宝图·上篇,1,30,土豪
2/5/2025,6252,炼器骰·金,1,30,土豪
2/5/2025,6252,芒羽石·精宝箱,1,30,土豪
2/5/2025,6252,15,1,30,土豪
2/5/2025,6252,圣物宝图·下篇,1,30,土豪
2/5/2025,6252,青金石·精宝箱,1,30,土豪
2/5/2025,6252,玄武魄,1,30,土豪
2/5/2025,6252,10,1,30,中R
2/5/2025,6252,22,1,30,土豪
2/5/2025,6252,白雾石·精宝箱,1,30,土豪
2/5/2025,6252,白虎魄,1,30,土豪
2/5/2025,6252,23,1,30,土豪
2/5/2025,6252,17,1,30,土豪
2/5/2025,6252,超级公会通票,1,30,土豪
2/5/2025,6252,青麟魄,1,30,土豪
2/5/2025,6252,10,1,30,小R
2/5/2025,商城购买,485519,1,20,中R
2/5/2025,商城购买,修罗令,1,20,平民
2/5/2025,商城购买,时光之券,1,20,平民
2/5/2025,商城购买,22,1,20,平民
2/5/2025,商城购买,485638,1,20,中R
2/5/2025,商城购买,485301,1,16,小R
2/5/2025,直接通过代扣购买商城道具,485301,1,16,小R
2/5/2025,商城购买,485532,1,12,平民
2/5/2025,商城购买,485301,2,11,平民
2/5/2025,直接通过代扣购买商城道具,485301,2,11,平民
2/5/2025,商城购买,荧光棒,1,10,平民
2/5/2025,基础商店道具购买,基础商店道具购买,1,10,中R
2/5/2025,商城购买,485301,1,2,中R
2/5/2025,直接通过代扣购买商城道具,485301,1,2,中R
3/5/2025,魔卡,149,24,50380,大R
3/5/2025,新生礼遇,6416,3,41780,中R
3/5/2025,魔卡,149,19,41678,中R
3/5/2025,魔卡,149,11,38930,土豪
3/5/2025,新生礼遇,6416,5,29460,小R
3/5/2025,换购活动分解道具获得碎片,6280,28,29405,大R
3/5/2025,货币被动兑换,999133,9,15316,中R
3/5/2025,货币被动兑换,织梦券,8,15100,大R
3/5/2025,商城购买,圣物之大宝图,2,14553,中R
3/5/2025,7529,7529,32,14287,中R
3/5/2025,货币被动兑换,织梦券,7,12150,中R
3/5/2025,新生礼遇,6416,6,11900,平民
3/5/2025,7529,7529,37,11567,大R
3/5/2025,魔卡,149,4,10992,小R
3/5/2025,魔卡,149,5,10534,平民
3/5/2025,公会拍卖竞拍,5012,1,10000,中R
3/5/2025,商城购买,圣物之大宝图,2,9801,大R
3/5/2025,换购活动分解道具获得碎片,6280,4,9570,土豪
3/5/2025,换购活动分解道具获得碎片,6280,14,9363,中R
3/5/2025,乐游点礼,7019,6,8350,土豪
3/5/2025,7529,7529,14,7892,平民
3/5/2025,商城购买,485636,7,7776,中R
3/5/2025,商城购买,480177,1,6860,土豪
3/5/2025,商城购买,485434,2,6560,中R
3/5/2025,商城购买,485499,5,6400,平民
3/5/2025,公会拍卖竞拍,5023,1,6000,土豪
3/5/2025,乐游点礼,7019,2,5500,平民
3/5/2025,7529,7529,10,5227,小R
3/5/2025,商城购买,485499,4,5120,小R
3/5/2025,商城购买,485433,3,5040,小R
3/5/2025,商城购买,485636,5,4896,大R
3/5/2025,货币被动兑换,999133,5,4564,小R
3/5/2025,货币被动兑换,999133,2,4060,平民
3/5/2025,商城购买,9210498,1,3880,土豪
3/5/2025,商城购买,485499,3,3840,中R
3/5/2025,公会拍卖竞拍,5018,1,3600,大R
3/5/2025,商城购买,印心符,2,3600,中R
3/5/2025,公会拍卖竞拍,5016,1,3600,大R
3/5/2025,商城购买,无双装订册,1,3520,中R
3/5/2025,换购活动分解道具获得碎片,6280,3,3475,平民
3/5/2025,商城购买,485433,2,3360,平民
3/5/2025,商城购买,485433,2,3360,中R
3/5/2025,商城购买,485434,1,3280,小R
3/5/2025,商城购买,成名赏·宝石礼X,1,2880,中R
3/5/2025,月度时装抽奖,2026,2,2828,平民
3/5/2025,商城购买,485424,1,2600,土豪
3/5/2025,商城购买,485636,1,2304,土豪
3/5/2025,7529,7529,10,2220,土豪
3/5/2025,商城购买,炼魂符,2,2150,中R
3/5/2025,货币被动兑换,织梦券,4,2050,小R
3/5/2025,商城购买,485665,2,1998,平民
3/5/2025,商城购买,485423,2,1976,大R
3/5/2025,商城购买,成名赏·英灵礼VII,2,1960,中R
3/5/2025,货币被动兑换,60,1,1920,大R
3/5/2025,换购活动分解道具获得碎片,6280,3,1917,小R
3/5/2025,6137,1,1,1800,土豪
3/5/2025,乐游点礼,7019,9,1650,大R
3/5/2025,商城购买,485424,3,1600,中R
3/5/2025,基础商店道具购买,基础商店道具购买,3,1474,中R
3/5/2025,商城的赠予/代付,410223,1,1400,中R
3/5/2025,商城购买,485644,1,1280,大R
3/5/2025,商城购买,成名赏·英灵礼VIII,1,1280,中R
3/5/2025,商城购买,485644,1,1280,土豪
3/5/2025,乐游点礼,7019,6,1250,中R
3/5/2025,商城购买,485532,2,1244,中R
3/5/2025,货币被动兑换,织梦券,4,1200,平民
3/5/2025,6301,6301,5,1060,大R
3/5/2025,商城购买,485431,2,1052,中R
3/5/2025,商城购买,485428,4,1028,中R
3/5/2025,6456,6456,1,1000,大R
3/5/2025,商城购买,980185,2,1000,大R
3/5/2025,公会拍卖竞拍,5040,1,1000,小R
3/5/2025,商城购买,485437,1,980,平民
3/5/2025,公会拍卖竞拍,5018,1,960,土豪
3/5/2025,商城购买,圣物之大宝图,2,891,平民
3/5/2025,商城购买,520105,1,850,大R
3/5/2025,6301,6301,5,820,中R
3/5/2025,商城购买,彼岸花露,5,756,平民
3/5/2025,商城购买,410223,2,756,平民
3/5/2025,6301,6301,3,720,土豪
3/5/2025,商城购买,485555,1,654,中R
3/5/2025,商城购买,485422,5,640,大R
3/5/2025,商城购买,一小箱云币,4,600,平民
3/5/2025,商城购买,彼岸花露,1,600,小R
3/5/2025,商城购买,圣物之大宝图,2,594,小R
